job_id,Year,Salary,remote_id,size_id,currency_id,experience_id,employment_id,position_id,country_id
4851,2024,123760,2,1,1,3,1,2,1
4852,2024,85280,2,1,1,3,1,2,1
4853,2024,76128,1,1,1,1,1,2,1
4854,2024,75000,1,1,1,2,1,1,1
4855,2024,258750,2,1,1,1,1,1,1
4856,2024,210000,2,1,1,1,1,1,1
4857,2024,211900,1,1,1,3,1,1,1
4858,2024,113700,1,1,1,3,1,1,1
4859,2024,169813,1,1,1,2,1,1,1
4860,2024,123500,1,1,1,2,1,1,1
4861,2024,196070,2,1,1,1,1,1,1
4862,2024,118840,2,1,1,1,1,1,1
4863,2024,103500,2,1,1,1,1,2,1
4864,2024,60000,2,1,1,1,1,2,1
4865,2024,74000,1,1,1,2,1,2,1
4866,2024,161000,2,1,1,2,1,2,1
4867,2024,119000,2,1,1,2,1,2,1
4868,2024,135000,1,1,1,3,1,4,1
4869,2024,144400,1,1,1,2,1,2,1
4870,2024,87400,1,1,1,2,1,2,1
4871,2024,145440,1,1,1,4,1,2,1
4872,2024,96960,1,1,1,4,1,2,1
4873,2024,87000,1,1,1,2,1,1,1
4874,2024,103400,2,1,1,1,1,2,1
4875,2024,62000,2,1,1,1,1,2,1
4876,2024,273260,2,1,1,2,1,1,1
4877,2024,147140,2,1,1,2,1,1,1
4878,2024,99996,1,1,1,2,1,1,1
4879,2024,69996,1,1,1,2,1,1,1
4880,2024,165600,1,2,1,2,1,1,1
4881,2024,74100,1,2,1,2,1,1,1
4882,2024,260000,2,1,1,1,1,3,1
4883,2024,235000,2,1,1,1,1,3,1
4884,2024,285000,2,1,1,2,1,1,1
4885,2024,235000,2,1,1,2,1,1,1
4886,2024,144000,1,1,1,1,1,1,1
4887,2024,178700,2,1,1,1,1,5,1
4888,2024,90300,2,1,1,1,1,5,1
4889,2024,184900,1,1,1,2,1,2,1
4890,2024,98500,1,1,1,2,1,2,1
4891,2024,307000,1,1,1,1,1,4,1
4892,2024,209000,2,1,1,3,1,2,1
4893,2024,280000,2,1,1,4,1,2,1
4894,2024,136000,2,1,1,1,1,2,1
4895,2024,94500,1,1,1,1,1,2,1
4896,2024,197000,2,1,1,1,1,2,1
4897,2024,149000,2,1,1,1,1,2,1
4898,2024,253430,1,1,1,1,1,2,1
4899,2024,200740,1,1,1,1,1,2,1
4900,2024,154825,1,1,1,2,1,2,1
4901,2024,61600,1,1,1,2,1,2,1
4902,2024,60675,1,1,1,2,1,2,1
4903,2024,120500,1,1,1,3,1,2,1
4904,2024,90400,1,1,1,3,1,2,1
4905,2024,281000,2,1,1,1,1,1,1
4906,2024,204000,2,1,1,1,1,1,1
4907,2024,191100,2,1,1,1,1,1,1
4908,2024,136500,2,1,1,1,1,1,1
4909,2024,184100,1,1,1,1,1,1,1
4910,2024,182000,1,1,1,1,1,2,1
4911,2024,71100,1,1,1,2,1,1,1
4912,2024,196800,1,1,1,2,1,1,1
4913,2024,162000,1,1,1,1,1,4,1
4914,2024,254024,2,1,1,1,1,1,1
4915,2024,123470,2,1,1,1,1,1,1
4916,2024,201500,1,1,1,1,1,2,1
4917,2024,188000,2,1,1,2,1,2,1
4918,2024,173000,2,1,1,2,1,2,1
4919,2024,266000,1,1,1,1,1,2,1
4920,2024,229000,2,1,1,1,1,2,1
4921,2024,107000,2,1,1,1,1,2,1
4922,2024,83028,1,1,1,2,1,2,1
4923,2024,142250,1,1,1,4,1,2,1
4924,2024,141700,1,1,1,2,1,3,1
4925,2024,99200,1,1,1,2,1,3,1
4926,2024,246400,1,1,1,2,1,1,1
4927,2024,167700,1,1,1,2,1,1,1
4928,2024,105800,2,1,1,2,1,1,1
4929,2024,76800,2,1,1,2,1,1,1
4930,2024,203900,1,1,1,1,1,4,1
4931,2024,93000,2,1,1,1,1,1,1
4932,2024,60000,2,1,1,2,1,2,1
4933,2024,154960,1,1,1,2,1,1,1
4934,2024,86320,1,1,1,2,1,1,1
4935,2024,213800,1,1,1,1,1,2,1
4936,2024,127700,1,1,1,1,1,2,1
4937,2024,122000,1,1,1,3,1,2,1
4938,2024,108150,1,1,1,2,1,2,1
4939,2024,91928,1,1,1,2,1,2,1
4940,2024,136900,1,1,1,1,1,4,1
4941,2024,95800,1,1,1,1,1,4,1
4942,2024,72600,2,1,1,3,2,2,1
4943,2024,36300,2,1,1,3,2,2,1
4944,2024,188400,1,1,1,1,1,5,1
4945,2024,125600,1,1,1,1,1,5,1
4946,2024,126500,1,1,1,1,1,2,1
4947,2024,93500,1,1,1,1,1,2,1
4948,2024,223080,1,1,1,4,1,2,1
4949,2024,148720,1,1,1,4,1,2,1
4950,2024,125700,1,1,1,2,1,2,1
4951,2024,206000,1,2,1,1,1,1,1
4952,2024,124500,1,2,1,1,1,1,1
4953,2024,277500,1,1,1,1,1,2,1
4954,2024,158500,1,1,1,1,1,2,1
4955,2024,152500,1,1,1,1,1,2,1
4956,2024,98358,1,1,1,1,1,2,1
4957,2024,63591,1,1,1,3,1,2,1
4958,2024,269200,1,1,1,2,1,2,1
4959,2024,150500,1,1,1,2,1,2,1
4960,2024,167812,2,1,1,2,1,2,1
4961,2024,95348,2,1,1,2,1,2,1
4962,2024,550000,1,1,1,2,1,3,1
4963,2024,310000,1,1,1,2,1,3,1
4964,2024,90400,1,1,1,2,1,2,1
4965,2024,244700,2,1,1,2,1,4,1
4966,2024,136800,2,1,1,2,1,4,1
4967,2024,220060,1,1,1,1,1,1,1
4968,2024,121260,1,1,1,1,1,1,1
4969,2024,380900,1,1,1,2,1,3,1
4970,2024,253900,1,1,1,2,1,3,1
4971,2024,96250,2,1,1,2,1,3,1
4972,2024,61600,2,1,1,2,1,3,1
4973,2024,130500,1,1,1,2,1,2,1
4974,2024,156000,2,1,1,3,1,2,1
4975,2024,88000,2,1,1,3,1,2,1
4976,2024,256000,1,1,1,2,1,4,1
4977,2024,293400,2,1,1,1,1,4,1
4978,2024,195600,2,1,1,1,1,4,1
4979,2024,293400,1,1,1,1,1,4,1
4980,2024,195600,1,1,1,1,1,4,1
4981,2024,170200,1,1,1,2,1,1,1
4982,2024,83900,1,1,1,2,1,1,1
4983,2024,115000,2,1,1,2,1,5,1
4984,2024,100000,2,1,1,2,1,5,1
4985,2024,157250,2,1,1,1,1,1,1
4986,2024,83000,1,1,1,2,1,2,1
4987,2024,329600,1,1,1,2,1,3,1
4988,2024,190700,1,1,1,2,1,3,1
4989,2024,190000,1,1,1,1,1,5,1
4990,2024,288000,1,1,1,1,1,2,1
4991,2024,209500,1,1,1,1,1,2,1
4992,2024,190000,1,1,1,2,1,3,1
4993,2024,275000,1,1,1,2,1,3,1
4994,2024,175000,1,1,1,2,1,3,1
4995,2024,255000,1,1,1,1,1,4,1
4996,2024,169000,1,1,1,1,1,4,1
4997,2024,228000,1,1,1,1,1,4,1
4998,2024,152000,1,1,1,1,1,4,1
4999,2024,176000,1,2,1,2,1,1,1
5000,2024,116000,1,2,1,2,1,1,1
5001,2024,219200,1,1,1,1,1,2,1
5002,2024,103800,1,1,1,1,1,2,1
5003,2024,202730,2,1,1,1,1,2,1
5004,2024,92118,2,1,1,1,1,2,1
5005,2024,68000,1,1,1,1,1,2,1
5006,2024,234700,1,1,1,2,1,1,1
5007,2024,140700,1,1,1,2,1,1,1
5008,2024,151500,1,1,1,1,1,2,1
5009,2024,90400,1,1,1,1,1,2,1
5010,2024,150000,1,1,1,1,3,2,1
5011,2024,162300,1,1,1,2,1,3,1
5012,2024,97300,1,1,1,2,1,3,1
5013,2024,135120,1,1,1,1,1,2,1
5014,2024,90080,1,1,1,1,1,2,1
5015,2024,97097,1,1,1,2,1,2,1
5016,2024,169100,2,1,1,1,1,2,1
5017,2024,105900,2,1,1,1,1,2,1
5018,2024,200500,1,1,1,1,1,1,1
5019,2024,94600,1,1,1,1,1,1,1
5020,2024,207000,1,1,1,2,1,4,1
5021,2024,107000,1,1,1,3,1,2,1
5022,2024,52500,1,1,1,3,1,2,1
5023,2024,115000,2,1,1,2,1,2,1
5024,2024,120000,1,1,1,3,1,1,1
5025,2024,105000,1,1,1,3,1,1,1
5026,2024,250000,1,1,1,3,1,2,1
5027,2024,193000,1,1,1,2,1,1,1
5028,2024,84600,1,1,1,2,1,1,1
5029,2024,112500,1,1,1,1,1,1,1
5030,2024,385250,1,1,1,1,1,4,1
5031,2024,157450,1,1,1,3,1,2,1
5032,2024,157450,1,1,1,1,1,2,1
5033,2024,87100,1,1,1,1,1,2,1
5034,2024,249600,1,1,1,4,1,2,1
5035,2024,166400,1,1,1,4,1,2,1
5036,2024,183300,2,1,1,1,1,3,1
5037,2024,101400,2,1,1,1,1,3,1
5038,2024,229300,1,1,1,1,1,2,1
5039,2024,127300,1,1,1,1,1,2,1
5040,2024,164314,2,1,1,2,1,2,1
5041,2024,68405,2,1,1,2,1,2,1
5042,2024,124800,1,1,1,3,1,2,1
5043,2024,76128,1,1,1,3,1,2,1
5044,2024,368000,1,1,1,4,1,2,1
5045,2024,221900,1,1,1,1,1,2,1
5046,2024,138200,1,1,1,1,1,2,1
5047,2024,76600,1,1,1,1,1,2,1
5048,2024,176800,1,1,1,1,1,4,1
5049,2024,146875,1,1,1,2,1,4,1
5050,2024,81250,1,1,1,2,1,4,1
5051,2024,123840,2,1,1,1,1,1,1
5052,2024,82560,2,1,1,1,1,1,1
5053,2024,279500,2,1,1,1,1,1,1
5054,2024,126500,2,1,1,1,1,1,1
5055,2024,195000,1,1,1,4,1,2,1
5056,2024,180000,1,1,1,4,1,2,1
5057,2024,155400,1,1,1,1,1,2,1
5058,2024,199300,1,1,1,1,1,2,1
5059,2024,158000,2,1,1,1,1,2,1
5060,2024,62900,1,1,1,1,1,2,1
5061,2024,131300,1,1,1,2,1,2,1
5062,2024,135000,1,1,1,2,1,3,1
5063,2024,301400,1,1,1,2,1,1,1
5064,2024,200400,1,1,1,2,1,1,1
5065,2024,346100,1,1,1,1,1,4,1
5066,2024,246400,1,1,1,1,1,4,1
5067,2024,530000,1,1,1,2,1,1,1
5068,2024,74650,1,1,1,2,1,1,1
5069,2024,54701,1,1,1,2,1,1,1
5070,2024,206650,2,1,1,1,1,2,1
5071,2024,121600,2,1,1,1,1,2,1
5072,2024,196100,1,1,1,1,1,4,1
5073,2024,116700,1,1,1,1,1,4,1
5074,2024,96600,1,1,1,2,1,1,1
5075,2024,60000,1,1,1,1,1,3,1
5076,2024,158950,1,1,1,1,1,5,1
5077,2024,109600,1,1,1,1,1,5,1
5078,2024,175300,2,1,1,1,1,4,1
5079,2024,111400,2,1,1,1,1,4,1
5080,2024,50440,1,1,1,3,1,1,1
5081,2024,66000,1,1,1,1,1,2,1
5082,2024,241900,1,1,1,1,1,1,1
5083,2024,148300,1,1,1,1,1,1,1
5084,2024,176500,1,1,1,2,1,2,1
5085,2024,219500,1,1,1,2,1,2,1
5086,2024,154500,1,1,1,2,1,2,1
5087,2024,144840,2,1,1,1,1,2,1
5088,2024,96560,2,1,1,1,1,2,1
5089,2024,173040,2,1,1,2,1,2,1
5090,2024,64890,2,1,1,2,1,2,1
5091,2024,96750,1,1,1,2,1,2,1
5092,2024,258750,1,1,1,1,1,2,1
5093,2024,92700,1,1,1,1,1,2,1
5094,2024,206690,1,1,1,2,1,3,1
5095,2024,119800,1,1,1,2,1,3,1
5096,2024,280000,1,1,1,4,1,3,1
5097,2024,220000,1,1,1,4,1,3,1
5098,2024,241900,1,1,1,4,1,2,1
5099,2024,161450,1,1,1,4,1,2,1
5100,2024,132000,1,1,1,1,1,3,1
5101,2024,85000,1,1,1,2,1,6,1
5102,2024,142800,1,1,1,2,1,6,1
5103,2024,58000,1,1,1,2,1,1,1
5104,2024,43919,1,1,1,2,1,1,1
5105,2024,106000,1,1,1,3,1,1,1
5106,2024,51600,1,1,1,3,1,1,1
5107,2024,259600,1,1,1,1,1,1,1
5108,2024,107300,1,1,1,1,1,1,1
5109,2024,136510,1,1,1,3,1,2,1
5110,2024,52800,1,1,1,3,1,2,1
5111,2024,178750,1,1,1,1,1,2,1
5112,2024,133458,1,1,1,2,1,2,1
5113,2024,97060,1,1,1,2,1,2,1
5114,2024,244145,1,1,1,1,1,2,1
5115,2024,177560,1,1,1,1,1,2,1
5116,2024,220900,1,1,1,1,1,1,1
5117,2024,122200,1,1,1,1,1,1,1
5118,2024,146050,2,1,1,2,1,2,1
5119,2024,107950,2,1,1,2,1,2,1
5120,2024,41500,1,1,1,1,1,1,1
5121,2024,353500,1,1,1,4,1,2,1
5122,2024,221000,1,1,1,4,1,2,1
5123,2024,170800,1,1,1,2,1,1,1
5124,2024,92300,1,1,1,2,1,1,1
5125,2024,78000,1,1,1,2,1,2,1
5126,2024,173800,1,1,1,2,1,1,1
5127,2024,104494,1,1,1,2,1,1,1
5128,2024,205000,2,1,1,1,1,2,1
5129,2024,148500,2,1,1,2,1,2,1
5130,2024,97538,2,1,1,2,1,2,1
5131,2024,304496,2,1,1,1,1,2,1
5132,2024,148049,2,1,1,1,1,2,1
5133,2024,141700,2,1,1,1,1,1,1
5134,2024,147000,2,1,1,2,1,3,1
5135,2024,104200,2,1,1,2,1,3,1
5136,2024,231000,1,1,1,2,1,2,1
5137,2024,209000,1,1,1,2,1,2,1
5138,2024,333300,1,1,1,1,1,3,1
5139,2024,272700,1,1,1,1,1,3,1
5140,2024,200000,1,1,1,2,3,2,1
5141,2024,160000,1,1,1,2,3,2,1
5142,2024,178700,1,1,1,1,1,1,1
5143,2024,88200,1,1,1,1,1,1,1
5144,2024,207993,2,1,1,1,1,4,1
5145,2024,137871,2,1,1,1,1,4,1
5146,2024,158000,1,1,1,1,1,2,1
5147,2024,72682,1,1,1,1,1,2,1
5148,2024,54525,1,1,1,1,1,2,1
5149,2024,205000,1,1,1,2,1,1,1
5150,2024,148000,1,1,1,2,1,1,1
5151,2024,267100,2,1,1,1,1,2,1
5152,2024,190800,2,1,1,1,1,2,1
5153,2024,280000,1,1,1,1,1,6,1
5154,2024,155000,1,1,1,1,1,6,1
5155,2024,174900,2,1,1,1,1,1,1
5156,2024,238300,1,1,1,1,1,1,1
5157,2024,158900,1,1,1,1,1,1,1
5158,2024,160470,1,1,1,2,1,1,1
5159,2024,102690,1,1,1,2,1,1,1
5160,2024,500000,1,1,1,1,1,5,1
5161,2024,164000,1,1,1,1,1,5,1
5162,2024,219200,1,1,1,1,1,1,1
5163,2024,93600,1,1,1,2,1,2,1
5164,2024,86700,1,1,1,2,1,2,1
5165,2024,121900,1,1,1,2,1,3,1
5166,2024,296300,1,1,1,2,1,4,1
5167,2024,166600,1,1,1,2,1,4,1
5168,2024,156100,2,1,1,2,1,3,1
5169,2024,84100,2,1,1,2,1,3,1
5170,2024,164700,2,1,1,1,1,2,1
5171,2024,90300,2,1,1,1,1,2,1
5172,2024,120400,1,1,1,1,1,2,1
5173,2024,147000,1,1,1,1,1,3,1
5174,2024,180000,2,1,1,2,1,2,1
5175,2024,178200,1,1,1,1,1,5,1
5176,2024,129600,1,1,1,1,1,5,1
5177,2024,270700,1,1,1,1,1,1,1
5178,2024,184300,1,1,1,1,1,1,1
5179,2024,126000,1,1,1,2,1,1,1
5180,2024,216900,1,1,1,3,1,1,1
5181,2024,115100,1,1,1,3,1,1,1
5182,2024,329600,1,1,1,1,1,1,1
5183,2024,190700,1,1,1,1,1,1,1
5184,2024,172300,1,1,1,1,1,2,1
5185,2024,125553,1,1,1,1,1,1,1
5186,2024,102500,2,1,1,2,1,2,1
5187,2024,62400,2,1,1,2,1,2,1
5188,2024,249000,1,1,1,1,1,1,1
5189,2024,118000,2,1,1,2,1,1,1
5190,2024,108000,2,1,1,2,1,1,1
5191,2024,112500,1,1,1,2,1,4,1
5192,2024,251000,1,1,1,1,1,4,1
5193,2024,177000,1,1,1,1,1,4,1
5194,2024,60300,1,1,1,3,1,2,1
5195,2024,163000,1,1,1,1,1,2,1
5196,2024,77000,1,1,1,1,1,2,1
5197,2024,180100,1,1,1,1,1,2,1
5198,2024,79500,1,1,1,1,1,2,1
5199,2024,88500,1,1,1,2,1,3,1
5200,2024,292000,1,2,1,1,1,1,1
5201,2024,194000,1,2,1,1,1,1,1
5202,2024,132000,2,1,1,2,1,4,1
5203,2024,84000,2,1,1,2,1,4,1
5204,2024,239200,2,1,1,2,1,2,1
5205,2024,151900,2,1,1,2,1,2,1
5206,2024,185600,1,1,1,1,1,4,1
5207,2024,115800,1,1,1,1,1,4,1
5208,2024,287470,1,1,1,1,1,1,1
5209,2024,132918,1,1,1,1,1,1,1
5210,2024,149183,1,1,1,2,1,1,1
5211,2024,108497,1,1,1,2,1,1,1
5212,2024,95105,1,1,1,1,1,2,1
5213,2024,220700,1,1,1,2,1,2,1
5214,2024,81400,1,1,1,2,1,2,1
5215,2024,266482,1,1,1,1,1,1,1
5216,2024,166551,1,1,1,1,1,1,1
5217,2024,188000,1,1,1,1,1,3,1
5218,2024,144000,1,1,1,1,1,3,1
5219,2024,280000,2,1,1,4,1,3,1
5220,2024,220000,2,1,1,4,1,3,1
5221,2024,126651,2,1,1,1,1,2,1
5222,2024,81411,2,1,1,1,1,2,1
5223,2024,145300,1,1,1,1,1,4,1
5224,2024,193500,1,1,1,1,1,1,1
5225,2024,110400,1,1,1,1,1,1,1
5226,2024,139360,1,1,1,2,1,1,1
5227,2024,86840,1,1,1,2,1,1,1
5228,2024,142500,1,1,1,4,1,2,1
5229,2024,90000,1,1,1,4,1,2,1
5230,2024,228000,1,1,1,2,1,4,1
5231,2024,129000,1,1,1,2,1,4,1
5232,2024,109800,1,1,1,2,1,2,1
5233,2024,155934,1,1,1,2,1,2,1
5234,2024,115256,1,1,1,2,1,2,1
5235,2024,106840,1,1,1,3,1,2,1
5236,2024,76560,1,1,1,3,1,2,1
5237,2024,145440,1,1,1,3,1,2,1
5238,2024,96960,1,1,1,3,1,2,1
5239,2024,212750,1,1,1,1,1,2,1
5240,2024,157250,1,1,1,1,1,2,1
5241,2024,228790,2,1,1,1,1,2,1
5242,2024,136190,2,1,1,1,1,2,1
5243,2024,205850,1,1,1,1,1,2,1
5244,2024,152150,1,1,1,1,1,2,1
5245,2024,117500,2,1,1,2,1,4,1
5246,2024,65000,2,1,1,2,1,4,1
5247,2024,197000,1,1,1,2,1,4,1
5248,2024,92500,1,1,1,2,1,4,1
5249,2024,52760,1,1,1,3,1,2,1
5250,2024,130000,1,1,1,2,1,4,1
5251,2024,80000,1,1,1,1,1,4,1
5252,2024,67400,1,1,1,1,1,2,1
5253,2024,111000,1,1,1,1,1,2,1
5254,2024,127600,1,2,1,2,1,2,1
5255,2024,76400,1,2,1,2,1,2,1
5256,2024,284300,1,2,1,1,1,5,1
5257,2024,164500,1,2,1,1,1,5,1
5258,2024,253950,1,1,1,4,1,2,1
5259,2024,175100,1,1,1,4,1,2,1
5260,2024,396900,1,1,1,2,1,2,1
5261,2024,204900,1,1,1,2,1,2,1
5262,2024,211000,2,1,1,1,1,1,1
5263,2024,271000,1,1,1,1,1,6,1
5264,2024,243900,1,1,1,1,1,6,1
5265,2024,304496,1,1,1,2,1,3,1
5266,2024,174175,1,1,1,2,1,3,1
5267,2024,176000,1,1,1,1,1,3,1
5268,2024,230000,2,1,1,1,1,2,1
5269,2024,178000,1,1,1,2,1,2,1
5270,2024,161000,1,1,1,1,1,2,1
5271,2024,145620,2,1,1,1,1,2,1
5272,2024,82600,2,1,1,1,1,2,1
5273,2024,223700,2,1,1,1,1,2,1
5274,2024,149100,2,1,1,1,1,2,1
5275,2024,147000,2,1,1,1,1,4,1
5276,2024,133600,1,1,1,1,1,2,1
5277,2024,225000,2,1,1,4,1,2,1
5278,2024,81081,1,1,1,3,1,2,1
5279,2024,74971,1,1,1,3,1,2,1
5280,2024,119000,1,1,1,3,1,2,1
5281,2024,74000,1,1,1,3,1,2,1
5282,2024,270000,1,1,1,4,1,1,1
5283,2024,303000,1,1,1,2,1,1,1
5284,2024,125000,1,1,1,2,1,4,1
5285,2024,231000,1,1,1,1,1,1,1
5286,2024,124000,1,1,1,1,1,1,1
5287,2024,125000,1,1,1,2,1,1,1
5288,2024,282000,1,1,1,2,1,1,1
5289,2024,299000,1,1,1,1,1,5,1
5290,2024,169000,1,1,1,1,1,5,1
5291,2024,69300,1,1,1,1,1,2,1
5292,2024,96250,2,1,1,2,1,4,1
5293,2024,61600,2,1,1,2,1,4,1
5294,2024,227000,1,1,1,1,1,4,1
5295,2024,60000,1,1,1,1,1,4,1
5296,2024,91050,1,1,1,2,1,1,1
5297,2024,63900,1,1,1,2,1,1,1
5298,2024,25000,1,1,1,2,1,1,1
5299,2024,184900,1,1,1,1,1,1,1
5300,2024,103000,1,1,1,3,1,2,1
5301,2024,75289,1,1,1,3,1,2,1
5302,2024,146600,2,1,1,1,1,4,1
5303,2024,175307,2,1,1,1,1,2,1
5304,2024,127496,2,1,1,1,1,2,1
5305,2024,281700,1,1,1,1,1,1,1
5306,2024,151700,1,1,1,1,1,1,1
5307,2024,350400,1,1,1,1,1,3,1
5308,2024,188700,1,1,1,1,1,3,1
5309,2024,204000,1,1,1,2,1,3,1
5310,2024,136100,1,1,1,2,1,3,1
5311,2024,118000,1,1,1,2,1,3,1
5312,2024,143000,1,2,1,3,1,3,1
5313,2024,95000,1,2,1,3,1,3,1
5314,2024,208800,1,1,1,1,1,1,1
5315,2024,98300,1,1,1,1,1,1,1
5316,2024,198000,1,1,1,1,1,1,1
5317,2024,141000,1,1,1,1,1,1,1
5318,2024,166000,1,1,1,2,1,1,1
5319,2024,290180,1,1,1,2,1,1,1
5320,2024,277837,1,1,1,2,1,1,1
5321,2024,278900,1,1,1,2,1,1,1
5322,2024,157000,1,1,1,2,1,1,1
5323,2024,76000,1,1,1,2,1,2,1
5324,2024,60000,2,1,1,3,2,2,1
5325,2024,40000,2,1,1,3,2,2,1
5326,2024,152300,1,1,1,1,1,2,1
5327,2024,91400,1,1,1,1,1,2,1
5328,2024,147500,1,1,1,2,1,2,1
5329,2024,110900,1,1,1,1,1,4,1
5330,2024,117900,1,1,1,2,1,4,1
5331,2024,57500,1,1,1,2,1,4,1
5332,2024,215800,1,1,1,1,1,4,1
5333,2024,102900,1,1,1,3,1,2,1
5334,2024,106000,2,1,1,2,1,2,1
5335,2024,205400,1,1,1,1,1,4,1
5336,2024,110600,1,1,1,1,1,4,1
5337,2024,155600,1,1,1,1,1,1,1
5338,2024,78000,2,1,1,2,1,1,1
5339,2024,75600,1,1,1,1,1,4,1
5340,2024,175400,1,1,1,2,1,1,1
5341,2024,106300,1,1,1,2,1,1,1
5342,2024,323400,1,1,1,1,1,1,1
5343,2024,204400,1,1,1,1,1,1,1
5344,2024,150400,1,1,1,1,1,2,1
5345,2024,86850,1,1,1,1,1,2,1
5346,2024,98750,2,1,1,2,1,2,1
5347,2024,71800,2,1,1,2,1,2,1
5348,2024,117300,1,1,1,1,1,1,1
5349,2024,153216,1,1,1,2,1,2,1
5350,2024,79800,1,1,1,2,1,2,1
5351,2024,250000,1,1,1,4,1,2,1
5352,2024,220000,1,1,1,4,1,2,1
5353,2024,250900,1,1,1,1,1,3,1
5354,2024,135200,1,1,1,1,1,3,1
5355,2024,372900,1,1,1,1,1,3,1
5356,2024,224100,1,1,1,1,1,3,1
5357,2024,287500,1,1,1,1,1,1,1
5358,2024,112320,1,1,1,1,1,2,1
5359,2024,94000,1,1,1,2,1,1,1
5360,2024,197011,2,1,1,1,1,1,1
5361,2024,115889,2,1,1,1,1,1,1
5362,2024,188640,1,1,1,1,1,3,1
5363,2024,125760,1,1,1,1,1,3,1
5364,2024,220900,2,1,1,1,1,5,1
5365,2024,122200,2,1,1,1,1,5,1
5366,2024,333000,1,1,1,1,1,4,1
5367,2024,89230,2,1,1,1,1,2,1
5368,2024,52488,2,1,1,1,1,2,1
5369,2024,220900,2,1,1,1,1,2,1
5370,2024,122200,2,1,1,1,1,2,1
5371,2024,155880,1,1,1,1,1,2,1
5372,2024,103920,1,1,1,1,1,2,1
5373,2024,300500,1,1,1,1,1,1,1
5374,2024,155900,1,1,1,2,1,4,1
5375,2024,84200,1,1,1,2,1,4,1
5376,2024,305000,2,1,1,4,1,2,1
5377,2024,152600,2,1,1,4,1,2,1
5378,2024,179982,1,1,1,1,1,4,1
5379,2024,155900,1,1,1,1,1,1,1
5380,2024,84200,1,1,1,1,1,1,1
5381,2024,229000,1,1,1,4,1,2,1
5382,2024,182000,1,1,1,4,1,2,1
5383,2024,290200,1,1,1,1,1,3,1
5384,2024,165800,1,1,1,1,1,3,1
5385,2024,123300,1,1,1,3,1,2,1
5386,2024,102800,1,1,1,3,1,2,1
5387,2024,306500,1,1,1,1,1,2,1
5388,2024,192300,1,2,1,3,1,4,1
5389,2024,95680,1,2,1,3,1,4,1
5390,2024,185200,1,2,1,3,1,5,1
5391,2024,85000,1,2,1,3,1,5,1
5392,2024,103785,1,1,1,3,1,2,1
5393,2024,144300,1,1,1,3,1,2,1
5394,2024,122655,1,1,1,3,1,2,1
5395,2024,72864,1,1,1,3,1,2,1
5396,2024,46368,1,1,1,3,1,2,1
5397,2024,186500,2,1,1,2,1,2,1
5398,2024,124300,2,1,1,2,1,2,1
5399,2024,215000,1,1,1,1,1,3,1
5400,2024,201100,1,1,1,1,1,2,1
5401,2024,122800,1,1,1,1,1,2,1
5402,2024,205000,1,1,1,2,1,2,1
5403,2024,199407,1,1,1,1,1,2,1
5404,2024,133007,1,1,1,1,1,2,1
5405,2024,265000,1,1,1,4,1,2,1
5406,2024,230000,1,1,1,4,1,2,1
5407,2024,134400,1,1,1,2,1,2,1
5408,2024,274000,1,1,1,1,1,3,1
5409,2024,162000,1,1,1,1,1,3,1
5410,2024,249000,1,1,1,1,1,3,1
5411,2024,58905,1,1,1,2,1,2,1
5412,2024,342000,1,1,1,4,1,1,1
5413,2024,228000,1,1,1,4,1,1,1
5414,2024,263335,1,1,1,1,1,1,1
5415,2024,112924,1,1,1,1,1,1,1
5416,2024,144400,2,1,1,3,1,2,1
5417,2024,82500,2,1,1,3,1,2,1
5418,2024,263000,2,1,1,1,1,5,1
5419,2024,164000,2,1,1,1,1,5,1
5420,2024,291000,2,1,1,1,1,5,1
5421,2024,182000,2,1,1,1,1,5,1
5422,2024,85000,3,2,1,3,1,2,1
5423,2024,172300,1,1,1,1,1,3,1
5424,2024,219300,1,1,1,1,1,3,1
5425,2024,158000,1,1,1,3,1,2,1
5426,2024,108000,1,1,1,3,1,2,1
5427,2024,207800,1,1,1,2,1,2,1
5428,2024,378700,1,1,1,1,1,2,1
5429,2024,207800,1,1,1,1,1,2,1
5430,2024,126000,1,1,1,1,1,4,1
5431,2024,105700,1,1,1,2,1,2,1
5432,2024,184600,1,1,1,2,1,1,1
5433,2024,122300,1,1,1,2,1,1,1
5434,2024,283500,1,1,1,1,1,4,1
5435,2024,227600,1,1,1,2,1,1,1
5436,2024,151200,1,1,1,2,1,1,1
5437,2024,72862,1,1,1,3,1,1,1
5438,2024,43638,1,1,1,3,1,1,1
5439,2024,72862,1,1,1,3,1,2,1
5440,2024,43638,1,1,1,3,1,2,1
5441,2024,83028,1,1,1,2,1,1,1
5442,2024,219230,1,1,1,1,1,4,1
5443,2024,149240,1,1,1,1,1,4,1
5444,2024,45000,1,1,1,3,2,1,1
5445,2024,32760,1,1,1,3,2,1,1
5446,2024,176264,2,1,1,1,1,4,1
5447,2024,128192,2,1,1,1,1,4,1
5448,2024,267000,2,1,1,2,1,1,1
5449,2024,195000,2,1,1,2,1,1,1
5450,2024,160500,1,1,1,1,1,3,1
5451,2024,94400,1,1,1,1,1,3,1
5452,2024,107000,1,1,1,3,1,4,1
5453,2024,52500,1,1,1,3,1,4,1
5454,2024,236800,1,1,1,1,1,1,1
5455,2024,110800,1,1,1,1,1,1,1
5456,2024,65200,1,1,1,1,1,1,1
